var1,var2,pearson_corr
สนใจ_อาหารไทย,สนใจ_การอ่านหนังสือ,-0.0860732728897117
สนใจ_อาหารอีสาน,สนใจ_การอ่านหนังสือ,0.004238608202718232
สนใจ_อาหารสุขภาพ,สนใจ_การอ่านหนังสือ,0.2643686966040311
สนใจ_บุฟเฟต์,สนใจ_การอ่านหนังสือ,-0.030129542600182895
สนใจ_ชาบูชาบู,สนใจ_การอ่านหนังสือ,-0.021827295957750133
สนใจ_ปิ้งย่าง,สนใจ_การอ่านหนังสือ,-0.15878658809619833
สนใจ_เหล้าเบียร์,สนใจ_การอ่านหนังสือ,-0.20675423980081337
สนใจ_เสื้อผ้าแฟชั่น,สนใจ_การอ่านหนังสือ,0.07570440273491873
สนใจ_แต่งหน้า,สนใจ_การอ่านหนังสือ,0.0018504235495145301
สนใจ_skincare_บำรุงผิว,สนใจ_การอ่านหนังสือ,0.10814763152683422
สนใจ_การออกกำลังกาย,สนใจ_การอ่านหนังสือ,0.15061353835710514
สนใจ_การเล่นเกมส์,สนใจ_การอ่านหนังสือ,0.06768415471738423
สนใจ_การท่องเที่ยว,สนใจ_การอ่านหนังสือ,0.08916225132075535
สนใจ_การอ่านหนังสือ,สนใจ_การอ่านหนังสือ,1.0
สนใจ_การอ่านบทความ_Online,สนใจ_การอ่านหนังสือ,0.7643982165306287
สนใจ_การเรียน_e-learning,สนใจ_การอ่านหนังสือ,0.3768131839879359
สนใจ_ดู_Series,สนใจ_การอ่านหนังสือ,-0.010178064427159735
สนใจ_ดูหนัง,สนใจ_การอ่านหนังสือ,0.09186165433937361
สนใจ_ดู_Youtube,สนใจ_การอ่านหนังสือ,0.05722017390469253
สนใจ_ดู_Netflix,สนใจ_การอ่านหนังสือ,-0.08497821542691412
สนใจ_Content_ด้านบันเทิง,สนใจ_การอ่านหนังสือ,-0.011381909259121949
สนใจ_Content_เกี่่ยวกับเกมส์,สนใจ_การอ่านหนังสือ,0.007737390395688692
สนใจ_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_การอ่านหนังสือ,0.023172113809337327
สนใจ_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_การอ่านหนังสือ,0.18771729114818933
สนใจ_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_การอ่านหนังสือ,0.05908755913116772
สนใจ_Content_เกี่ยวกับการโทรทัศน์,สนใจ_การอ่านหนังสือ,0.12425927854932672
สนใจ_Content_เกี่ยวกับละคร,สนใจ_การอ่านหนังสือ,-0.013348500755000908
สนใจ_Content_เกี่ยวกับการเมือง,สนใจ_การอ่านหนังสือ,0.2465571784491632
บริโภค_อาหารญี่ปุ่น,สนใจ_การอ่านหนังสือ,-0.11967100294748989
บริโภค_อาหารจึน,สนใจ_การอ่านหนังสือ,-0.04345947867402588
บริโภค_อาหารไทย,สนใจ_การอ่านหนังสือ,-0.02822612959683741
บริโภค_อาหารอีสาน,สนใจ_การอ่านหนังสือ,-0.07157470809590609
บริโภค_อาหารสุขภาพ,สนใจ_การอ่านหนังสือ,0.10301668420236726
บริโภค_บุฟเฟต์,สนใจ_การอ่านหนังสือ,-0.16161222205509715
บริโภค_ชาบูชาบู,สนใจ_การอ่านหนังสือ,-0.0785304023948089
บริโภค_ปิ้งย่าง,สนใจ_การอ่านหนังสือ,-0.21095514495011627
บริโภค_เหล้าเบียร์,สนใจ_การอ่านหนังสือ,-0.17953738666000674
บริโภค_เสื้อผ้าแฟชั่น,สนใจ_การอ่านหนังสือ,-0.10000555834394756
บริโภค_แต่งหน้า,สนใจ_การอ่านหนังสือ,0.0021697108828367556
บริโภค_skincare_บำรุงผิว,สนใจ_การอ่านหนังสือ,0.012960990010100896
บริโภค_การออกกำลังกาย,สนใจ_การอ่านหนังสือ,0.14707858581016156
บริโภค_การเล่นเกมส์,สนใจ_การอ่านหนังสือ,2.2513346141321215e-17
บริโภค_การท่องเที่ยว,สนใจ_การอ่านหนังสือ,0.0529448889453396
บริโภค_การอ่านหนังสือ,สนใจ_การอ่านหนังสือ,0.5914878536207673
บริโภค_การอ่านบทความ_Online,สนใจ_การอ่านหนังสือ,0.3121455484807236
บริโภค_การเรียน_e-learning,สนใจ_การอ่านหนังสือ,0.10077001037618767
บริโภค_ดู_Series,สนใจ_การอ่านหนังสือ,-0.10818046926890862
บริโภค_ดูหนัง,สนใจ_การอ่านหนังสือ,-0.22826020372633285
บริโภค_ดู_Youtube,สนใจ_การอ่านหนังสือ,-0.04076509048144205
บริโภค_ดู_Netflix,สนใจ_การอ่านหนังสือ,-0.15467706079473023
บริโภค_Content_ด้านบันเทิง,สนใจ_การอ่านหนังสือ,-0.15201717730683276
บริโภค_Content_เกี่่ยวกับเกมส์,สนใจ_การอ่านหนังสือ,0.03541313964563358
บริโภค_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_การอ่านหนังสือ,0.008259033982240451
บริโภค_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_การอ่านหนังสือ,0.015095448182657244
บริโภค_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_การอ่านหนังสือ,-0.024601423619336205
บริโภค_Content_เกี่ยวกับการโทรทัศน์,สนใจ_การอ่านหนังสือ,0.05245941615082145
บริโภค_Content_เกี่ยวกับละคร,สนใจ_การอ่านหนังสือ,-0.02545472983106937
บริโภค_Content_เกี่ยวกับการเมือง,สนใจ_การอ่านหนังสือ,0.14787052488935978
birth_year,สนใจ_การอ่านหนังสือ,-0.09370128662989954
age,สนใจ_การอ่านหนังสือ,0.14037606801141805
สนใจ_อาหารญี่ปุ่น,สนใจ_การอ่านบทความ_Online,0.0938473923692606
สนใจ_อาหารจึน,สนใจ_การอ่านบทความ_Online,-0.05529288006248628
สนใจ_อาหารไทย,สนใจ_การอ่านบทความ_Online,-0.041236299490452905
สนใจ_อาหารอีสาน,สนใจ_การอ่านบทความ_Online,0.028928923455069953
สนใจ_อาหารสุขภาพ,สนใจ_การอ่านบทความ_Online,0.23139118674333342
สนใจ_บุฟเฟต์,สนใจ_การอ่านบทความ_Online,-0.07802728713976105
สนใจ_ชาบูชาบู,สนใจ_การอ่านบทความ_Online,0.058941677453488696
สนใจ_ปิ้งย่าง,สนใจ_การอ่านบทความ_Online,-0.0729309616844199
สนใจ_เหล้าเบียร์,สนใจ_การอ่านบทความ_Online,-0.17229175417257764
สนใจ_เสื้อผ้าแฟชั่น,สนใจ_การอ่านบทความ_Online,0.1543087984305163
สนใจ_แต่งหน้า,สนใจ_การอ่านบทความ_Online,-0.07524972908591548
สนใจ_skincare_บำรุงผิว,สนใจ_การอ่านบทความ_Online,0.07606882352006553
สนใจ_การออกกำลังกาย,สนใจ_การอ่านบทความ_Online,0.10513149660756929
สนใจ_การเล่นเกมส์,สนใจ_การอ่านบทความ_Online,0.0750670541036931
สนใจ_การท่องเที่ยว,สนใจ_การอ่านบทความ_Online,0.11441581395878352
สนใจ_การอ่านหนังสือ,สนใจ_การอ่านบทความ_Online,0.7643982165306287
สนใจ_การอ่านบทความ_Online,สนใจ_การอ่านบทความ_Online,1.0
สนใจ_การเรียน_e-learning,สนใจ_การอ่านบทความ_Online,0.39780657140131326
สนใจ_ดู_Series,สนใจ_การอ่านบทความ_Online,0.09441102250694476
สนใจ_ดูหนัง,สนใจ_การอ่านบทความ_Online,0.18523964340873714
สนใจ_ดู_Youtube,สนใจ_การอ่านบทความ_Online,0.07704612409739266
สนใจ_ดู_Netflix,สนใจ_การอ่านบทความ_Online,0.004283978564395733
สนใจ_Content_ด้านบันเทิง,สนใจ_การอ่านบทความ_Online,0.010976898336942828
สนใจ_Content_เกี่่ยวกับเกมส์,สนใจ_การอ่านบทความ_Online,-0.0026404230326753176
สนใจ_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_การอ่านบทความ_Online,0.13108570681923987
สนใจ_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_การอ่านบทความ_Online,0.26226241845345094
สนใจ_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_การอ่านบทความ_Online,0.09130406046342941
สนใจ_Content_เกี่ยวกับการโทรทัศน์,สนใจ_การอ่านบทความ_Online,0.13445201825458633
สนใจ_Content_เกี่ยวกับละคร,สนใจ_การอ่านบทความ_Online,-0.06742660789647373
สนใจ_Content_เกี่ยวกับการเมือง,สนใจ_การอ่านบทความ_Online,0.2761559341188467
บริโภค_อาหารญี่ปุ่น,สนใจ_การอ่านบทความ_Online,0.09565734053059181
บริโภค_อาหารจึน,สนใจ_การอ่านบทความ_Online,-0.018754856797141
บริโภค_อาหารไทย,สนใจ_การอ่านบทความ_Online,0.010888695313803983
บริโภค_อาหารอีสาน,สนใจ_การอ่านบทความ_Online,-0.018418093729542923
บริโภค_อาหารสุขภาพ,สนใจ_การอ่านบทความ_Online,0.13331809784984266
บริโภค_บุฟเฟต์,สนใจ_การอ่านบทความ_Online,-0.1265760109251266
บริโภค_ชาบูชาบู,สนใจ_การอ่านบทความ_Online,-0.1385624487263174
บริโภค_ปิ้งย่าง,สนใจ_การอ่านบทความ_Online,-0.14949895030748414
บริโภค_เหล้าเบียร์,สนใจ_การอ่านบทความ_Online,-0.08504435395523262
บริโภค_เสื้อผ้าแฟชั่น,สนใจ_การอ่านบทความ_Online,0.13111243672965775
บริโภค_แต่งหน้า,สนใจ_การอ่านบทความ_Online,0.002533031703402474
บริโภค_skincare_บำรุงผิว,สนใจ_การอ่านบทความ_Online,0.10368677835871808
บริโภค_การออกกำลังกาย,สนใจ_การอ่านบทความ_Online,0.04324685369166155
บริโภค_การเล่นเกมส์,สนใจ_การอ่านบทความ_Online,0.020080483222562485
บริโภค_การท่องเที่ยว,สนใจ_การอ่านบทความ_Online,0.060683332724400234
บริโภค_การอ่านหนังสือ,สนใจ_การอ่านบทความ_Online,0.47842063874542734
บริโภค_การอ่านบทความ_Online,สนใจ_การอ่านบทความ_Online,0.49001721165061907
บริโภค_การเรียน_e-learning,สนใจ_การอ่านบทความ_Online,0.08292009841607131
บริโภค_ดู_Series,สนใจ_การอ่านบทความ_Online,0.08854660802150863
บริโภค_ดูหนัง,สนใจ_การอ่านบทความ_Online,-0.1086105993064175
บริโภค_ดู_Youtube,สนใจ_การอ่านบทความ_Online,-0.09354143466934847
บริโภค_ดู_Netflix,สนใจ_การอ่านบทความ_Online,-0.01599524783228988
บริโภค_Content_ด้านบันเทิง,สนใจ_การอ่านบทความ_Online,-0.13351564626430912
บริโภค_Content_เกี่่ยวกับเกมส์,สนใจ_การอ่านบทความ_Online,0.02001322739645347
บริโภค_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_การอ่านบทความ_Online,0.043618660215851146
บริโภค_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_การอ่านบทความ_Online,0.10371175219430372
บริโภค_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_การอ่านบทความ_Online,0.0
บริโภค_Content_เกี่ยวกับการโทรทัศน์,สนใจ_การอ่านบทความ_Online,0.09722255188909476
บริโภค_Content_เกี่ยวกับละคร,สนใจ_การอ่านบทความ_Online,-0.08440285144516639
บริโภค_Content_เกี่ยวกับการเมือง,สนใจ_การอ่านบทความ_Online,0.1498621137688737
birth_year,สนใจ_การอ่านบทความ_Online,-0.1024584092966758
age,สนใจ_การอ่านบทความ_Online,0.11485188189084819
สนใจ_อาหารญี่ปุ่น,สนใจ_การเรียน_e-learning,0.16046173268140757
สนใจ_อาหารจึน,สนใจ_การเรียน_e-learning,0.19019349716077472
สนใจ_อาหารไทย,สนใจ_การเรียน_e-learning,0.31242415756988606
สนใจ_อาหารอีสาน,สนใจ_การเรียน_e-learning,0.24775419747674818
สนใจ_อาหารสุขภาพ,สนใจ_การเรียน_e-learning,0.308598233706101
สนใจ_บุฟเฟต์,สนใจ_การเรียน_e-learning,-0.053961018365952906
สนใจ_ชาบูชาบู,สนใจ_การเรียน_e-learning,0.06412668307601564
สนใจ_ปิ้งย่าง,สนใจ_การเรียน_e-learning,-0.013261747002730105
สนใจ_เหล้าเบียร์,สนใจ_การเรียน_e-learning,-0.028541313039814883
สนใจ_เสื้อผ้าแฟชั่น,สนใจ_การเรียน_e-learning,0.0403036046014754
สนใจ_แต่งหน้า,สนใจ_การเรียน_e-learning,0.05536684515142469
สนใจ_skincare_บำรุงผิว,สนใจ_การเรียน_e-learning,0.23988322744747453
สนใจ_การออกกำลังกาย,สนใจ_การเรียน_e-learning,0.07615937244211199
สนใจ_การเล่นเกมส์,สนใจ_การเรียน_e-learning,0.08578927217469753
สนใจ_การท่องเที่ยว,สนใจ_การเรียน_e-learning,-0.025033959842116288
สนใจ_การอ่านหนังสือ,สนใจ_การเรียน_e-learning,0.3768131839879359
สนใจ_การอ่านบทความ_Online,สนใจ_การเรียน_e-learning,0.39780657140131326
สนใจ_การเรียน_e-learning,สนใจ_การเรียน_e-learning,1.0
สนใจ_ดู_Series,สนใจ_การเรียน_e-learning,0.225174762308353
สนใจ_ดูหนัง,สนใจ_การเรียน_e-learning,0.2561203422519906
สนใจ_ดู_Youtube,สนใจ_การเรียน_e-learning,0.34643025457142185
สนใจ_ดู_Netflix,สนใจ_การเรียน_e-learning,0.27208259602483564
สนใจ_Content_ด้านบันเทิง,สนใจ_การเรียน_e-learning,0.12477948888674766
สนใจ_Content_เกี่่ยวกับเกมส์,สนใจ_การเรียน_e-learning,0.26994870079963146
สนใจ_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_การเรียน_e-learning,0.2753183245614928
สนใจ_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_การเรียน_e-learning,0.2851168790050137
สนใจ_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_การเรียน_e-learning,0.0912126402363439
สนใจ_Content_เกี่ยวกับการโทรทัศน์,สนใจ_การเรียน_e-learning,0.2848942644971271
สนใจ_Content_เกี่ยวกับละคร,สนใจ_การเรียน_e-learning,0.2741775098510334
สนใจ_Content_เกี่ยวกับการเมือง,สนใจ_การเรียน_e-learning,0.41363589853559535
บริโภค_อาหารญี่ปุ่น,สนใจ_การเรียน_e-learning,0.03225853073713505
บริโภค_อาหารจึน,สนใจ_การเรียน_e-learning,0.030780213932136886
บริโภค_อาหารไทย,สนใจ_การเรียน_e-learning,0.005813992684606356
บริโภค_อาหารอีสาน,สนใจ_การเรียน_e-learning,0.174325851828126
บริโภค_อาหารสุขภาพ,สนใจ_การเรียน_e-learning,0.1566067312226467
บริโภค_บุฟเฟต์,สนใจ_การเรียน_e-learning,-0.05843812047572559
บริโภค_ชาบูชาบู,สนใจ_การเรียน_e-learning,-0.09901763439085462
บริโภค_ปิ้งย่าง,สนใจ_การเรียน_e-learning,0.010923367013249752
บริโภค_เหล้าเบียร์,สนใจ_การเรียน_e-learning,-0.08076414476810008
บริโภค_เสื้อผ้าแฟชั่น,สนใจ_การเรียน_e-learning,-0.06592424863299116
บริโภค_แต่งหน้า,สนใจ_การเรียน_e-learning,-0.07360481045313776
บริโภค_skincare_บำรุงผิว,สนใจ_การเรียน_e-learning,0.16065954595210055
บริโภค_การออกกำลังกาย,สนใจ_การเรียน_e-learning,0.06091916431595923
บริโภค_การเล่นเกมส์,สนใจ_การเรียน_e-learning,0.007900366334685981
บริโภค_การท่องเที่ยว,สนใจ_การเรียน_e-learning,-0.011235271197967139
บริโภค_การอ่านหนังสือ,สนใจ_การเรียน_e-learning,0.16917321182575382
บริโภค_การอ่านบทความ_Online,สนใจ_การเรียน_e-learning,0.22355050587795883
บริโภค_การเรียน_e-learning,สนใจ_การเรียน_e-learning,0.37831304848787667
บริโภค_ดู_Series,สนใจ_การเรียน_e-learning,0.06917700565990849
บริโภค_ดูหนัง,สนใจ_การเรียน_e-learning,-0.026751897488942227
บริโภค_ดู_Youtube,สนใจ_การเรียน_e-learning,-0.10953119331762208
บริโภค_ดู_Netflix,สนใจ_การเรียน_e-learning,-0.09709341110375136
บริโภค_Content_ด้านบันเทิง,สนใจ_การเรียน_e-learning,-0.10697545370823255
บริโภค_Content_เกี่่ยวกับเกมส์,สนใจ_การเรียน_e-learning,-0.01715386562762422
บริโภค_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_การเรียน_e-learning,-0.030889999192011318
บริโภค_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_การเรียน_e-learning,0.07161490381954577
บริโภค_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_การเรียน_e-learning,-0.0019787727924517984
บริโภค_Content_เกี่ยวกับการโทรทัศน์,สนใจ_การเรียน_e-learning,0.21174528725154035
บริโภค_Content_เกี่ยวกับละคร,สนใจ_การเรียน_e-learning,0.1578561347533412
บริโภค_Content_เกี่ยวกับการเมือง,สนใจ_การเรียน_e-learning,0.25380252039766965
birth_year,สนใจ_การเรียน_e-learning,-0.14740565040033599
age,สนใจ_การเรียน_e-learning,0.3091348065238361
สนใจ_อาหารญี่ปุ่น,สนใจ_ดู_Series,0.1816940567431699
สนใจ_อาหารจึน,สนใจ_ดู_Series,0.14182239517322115
สนใจ_อาหารไทย,สนใจ_ดู_Series,0.11664974922611927
สนใจ_อาหารอีสาน,สนใจ_ดู_Series,0.07366631142573869
สนใจ_อาหารสุขภาพ,สนใจ_ดู_Series,0.06140882272692313
สนใจ_บุฟเฟต์,สนใจ_ดู_Series,0.06463462123018664
สนใจ_ชาบูชาบู,สนใจ_ดู_Series,0.08043449898594976
สนใจ_ปิ้งย่าง,สนใจ_ดู_Series,-0.018792322026984186
สนใจ_เหล้าเบียร์,สนใจ_ดู_Series,0.08961321382009814
สนใจ_เสื้อผ้าแฟชั่น,สนใจ_ดู_Series,-0.03928212336109831
สนใจ_แต่งหน้า,สนใจ_ดู_Series,0.07473463807482102
สนใจ_skincare_บำรุงผิว,สนใจ_ดู_Series,0.2001582158031833
สนใจ_การออกกำลังกาย,สนใจ_ดู_Series,0.157822761220866
สนใจ_การเล่นเกมส์,สนใจ_ดู_Series,0.21921766165142137
สนใจ_การท่องเที่ยว,สนใจ_ดู_Series,0.2693579488149211
สนใจ_การอ่านหนังสือ,สนใจ_ดู_Series,-0.010178064427159735
สนใจ_การอ่านบทความ_Online,สนใจ_ดู_Series,0.09441102250694476
สนใจ_การเรียน_e-learning,สนใจ_ดู_Series,0.225174762308353
สนใจ_ดู_Series,สนใจ_ดู_Series,1.0
สนใจ_ดูหนัง,สนใจ_ดู_Series,0.6647864879217964
สนใจ_ดู_Youtube,สนใจ_ดู_Series,0.26537390472555367
สนใจ_ดู_Netflix,สนใจ_ดู_Series,0.700209226544853
สนใจ_Content_ด้านบันเทิง,สนใจ_ดู_Series,0.44158713225065194
สนใจ_Content_เกี่่ยวกับเกมส์,สนใจ_ดู_Series,0.32761628116653757
สนใจ_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_ดู_Series,0.34008537036692216
สนใจ_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_ดู_Series,0.3460313164938059
สนใจ_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_ดู_Series,0.2804169529335931
สนใจ_Content_เกี่ยวกับการโทรทัศน์,สนใจ_ดู_Series,0.5046949275061774
สนใจ_Content_เกี่ยวกับละคร,สนใจ_ดู_Series,0.4675599142655403
สนใจ_Content_เกี่ยวกับการเมือง,สนใจ_ดู_Series,0.19803291969703538
บริโภค_อาหารญี่ปุ่น,สนใจ_ดู_Series,0.16281235419074697
บริโภค_อาหารจึน,สนใจ_ดู_Series,0.015045155300839047
บริโภค_อาหารไทย,สนใจ_ดู_Series,0.08591250316150646
บริโภค_อาหารอีสาน,สนใจ_ดู_Series,0.031688494998986225
บริโภค_อาหารสุขภาพ,สนใจ_ดู_Series,-0.16816141156402797
บริโภค_บุฟเฟต์,สนใจ_ดู_Series,-0.0281523540250699
บริโภค_ชาบูชาบู,สนใจ_ดู_Series,0.11726629232996673
บริโภค_ปิ้งย่าง,สนใจ_ดู_Series,0.032349035361914406
บริโภค_เหล้าเบียร์,สนใจ_ดู_Series,0.10183866949612023
บริโภค_เสื้อผ้าแฟชั่น,สนใจ_ดู_Series,0.17242983811695492
บริโภค_แต่งหน้า,สนใจ_ดู_Series,0.10962101336187717
บริโภค_skincare_บำรุงผิว,สนใจ_ดู_Series,0.18307028132504485
บริโภค_การออกกำลังกาย,สนใจ_ดู_Series,-0.021682904497133525
บริโภค_การเล่นเกมส์,สนใจ_ดู_Series,0.029673687967445336
บริโภค_การท่องเที่ยว,สนใจ_ดู_Series,0.014506096513359075
บริโภค_การอ่านหนังสือ,สนใจ_ดู_Series,0.10852180052864965
บริโภค_การอ่านบทความ_Online,สนใจ_ดู_Series,-0.006381364399166883
บริโภค_การเรียน_e-learning,สนใจ_ดู_Series,0.04090814318826939
บริโภค_ดู_Series,สนใจ_ดู_Series,0.5490970752481448
บริโภค_ดูหนัง,สนใจ_ดู_Series,0.31239785772156353
บริโภค_ดู_Youtube,สนใจ_ดู_Series,-0.1489260550989931
บริโภค_ดู_Netflix,สนใจ_ดู_Series,0.39633817449954245
บริโภค_Content_ด้านบันเทิง,สนใจ_ดู_Series,0.30779572835113356
บริโภค_Content_เกี่่ยวกับเกมส์,สนใจ_ดู_Series,0.18167070918190073
บริโภค_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_ดู_Series,0.13535957510388244
บริโภค_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_ดู_Series,0.15701204668749477
บริโภค_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_ดู_Series,0.1314578966003182
บริโภค_Content_เกี่ยวกับการโทรทัศน์,สนใจ_ดู_Series,0.21005240974911626
บริโภค_Content_เกี่ยวกับละคร,สนใจ_ดู_Series,0.22456694366865407
บริโภค_Content_เกี่ยวกับการเมือง,สนใจ_ดู_Series,0.06700414348426192
birth_year,สนใจ_ดู_Series,-0.20341021088514455
age,สนใจ_ดู_Series,-0.1019672756504909
สนใจ_อาหารญี่ปุ่น,สนใจ_ดูหนัง,0.13881264257259873
สนใจ_อาหารจึน,สนใจ_ดูหนัง,0.07198967465459954
สนใจ_อาหารไทย,สนใจ_ดูหนัง,0.060890533664484575
สนใจ_อาหารอีสาน,สนใจ_ดูหนัง,0.2032510014230997
สนใจ_อาหารสุขภาพ,สนใจ_ดูหนัง,-0.014170973447106244
สนใจ_บุฟเฟต์,สนใจ_ดูหนัง,0.10665249225436971
สนใจ_ชาบูชาบู,สนใจ_ดูหนัง,0.11631369456312766
สนใจ_ปิ้งย่าง,สนใจ_ดูหนัง,-0.0306522726108162
สนใจ_เหล้าเบียร์,สนใจ_ดูหนัง,0.12850092776564984
สนใจ_เสื้อผ้าแฟชั่น,สนใจ_ดูหนัง,-0.03891281765519429
สนใจ_แต่งหน้า,สนใจ_ดูหนัง,-0.06625661391671872
สนใจ_skincare_บำรุงผิว,สนใจ_ดูหนัง,0.04141017328666502
สนใจ_การออกกำลังกาย,สนใจ_ดูหนัง,0.2114376559483697
สนใจ_การเล่นเกมส์,สนใจ_ดูหนัง,0.2648646539792857
สนใจ_การท่องเที่ยว,สนใจ_ดูหนัง,0.29390932940371234
สนใจ_การอ่านหนังสือ,สนใจ_ดูหนัง,0.09186165433937361
สนใจ_การอ่านบทความ_Online,สนใจ_ดูหนัง,0.18523964340873714
สนใจ_การเรียน_e-learning,สนใจ_ดูหนัง,0.2561203422519906
สนใจ_ดู_Series,สนใจ_ดูหนัง,0.6647864879217964
สนใจ_ดูหนัง,สนใจ_ดูหนัง,1.0
สนใจ_ดู_Youtube,สนใจ_ดูหนัง,0.4712978110105652
สนใจ_ดู_Netflix,สนใจ_ดูหนัง,0.5652433472762535
สนใจ_Content_ด้านบันเทิง,สนใจ_ดูหนัง,0.32417515925355467
สนใจ_Content_เกี่่ยวกับเกมส์,สนใจ_ดูหนัง,0.3358096524324148
สนใจ_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_ดูหนัง,0.2546899704820578
สนใจ_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_ดูหนัง,0.3987287250270921
สนใจ_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_ดูหนัง,0.4250885703105629
สนใจ_Content_เกี่ยวกับการโทรทัศน์,สนใจ_ดูหนัง,0.5443705884729831
สนใจ_Content_เกี่ยวกับละคร,สนใจ_ดูหนัง,0.3937866469319616
สนใจ_Content_เกี่ยวกับการเมือง,สนใจ_ดูหนัง,0.24409762401601964
บริโภค_อาหารญี่ปุ่น,สนใจ_ดูหนัง,0.045564509955381416
บริโภค_อาหารจึน,สนใจ_ดูหนัง,0.03930744634778849
บริโภค_อาหารไทย,สนใจ_ดูหนัง,-0.04927286919239135
บริโภค_อาหารอีสาน,สนใจ_ดูหนัง,0.07018480007442937
บริโภค_อาหารสุขภาพ,สนใจ_ดูหนัง,-0.24258328503307572
บริโภค_บุฟเฟต์,สนใจ_ดูหนัง,-0.12273731837344651
บริโภค_ชาบูชาบู,สนใจ_ดูหนัง,0.014143183305743318
บริโภค_ปิ้งย่าง,สนใจ_ดูหนัง,-0.0427265468921914
บริโภค_เหล้าเบียร์,สนใจ_ดูหนัง,0.09778087738299548
บริโภค_เสื้อผ้าแฟชั่น,สนใจ_ดูหนัง,0.10971447336183533
บริโภค_แต่งหน้า,สนใจ_ดูหนัง,-0.07721985838320795
บริโภค_skincare_บำรุงผิว,สนใจ_ดูหนัง,0.09990083364509823
บริโภค_การออกกำลังกาย,สนใจ_ดูหนัง,-0.0025749744931264132
บริโภค_การเล่นเกมส์,สนใจ_ดูหนัง,0.06695462792920678
บริโภค_การท่องเที่ยว,สนใจ_ดูหนัง,0.07141315075234929
บริโภค_การอ่านหนังสือ,สนใจ_ดูหนัง,0.16148237878017332
บริโภค_การอ่านบทความ_Online,สนใจ_ดูหนัง,0.18490933892065706
บริโภค_การเรียน_e-learning,สนใจ_ดูหนัง,-0.04464920415044025
บริโภค_ดู_Series,สนใจ_ดูหนัง,0.17152163447869828
บริโภค_ดูหนัง,สนใจ_ดูหนัง,0.34388254611076996
บริโภค_ดู_Youtube,สนใจ_ดูหนัง,-0.04208127057650864
บริโภค_ดู_Netflix,สนใจ_ดูหนัง,0.05841252180670145
บริโภค_Content_ด้านบันเทิง,สนใจ_ดูหนัง,0.1962052879516807
บริโภค_Content_เกี่่ยวกับเกมส์,สนใจ_ดูหนัง,0.16205948436448114
บริโภค_Content_เกี่ยวกับการ_review_ร้านอาหาร,สนใจ_ดูหนัง,-0.00969588607722137
บริโภค_Content_เกี่ยวกับการท่องเที่ยว,สนใจ_ดูหนัง,0.015526051194963641
บริโภค_Content_เกี่ยวกับการแต่งบ้าน,สนใจ_ดูหนัง,0.1928533298732885
บริโภค_Content_เกี่ยวกับการโทรทัศน์,สนใจ_ดูหนัง,0.17076837531699293
บริโภค_Content_เกี่ยวกับละคร,สนใจ_ดูหนัง,0.10813396434755695
บริโภค_Content_เกี่ยวกับการเมือง,สนใจ_ดูหนัง,0.14007406267420006
birth_year,สนใจ_ดูหนัง,-0.0831063532745845
age,สนใจ_ดูหนัง,-0.08955813112054416
สนใจ_อาหารญี่ปุ่น,สนใจ_ดู_Youtube,0.2593222277488197
สนใจ_อาหารจึน,สนใจ_ดู_Youtube,0.11934692045760258
สนใจ_อาหารไทย,สนใจ_ดู_Youtube,0.2962583277258899
สนใจ_อาหารอีสาน,สนใจ_ดู_Youtube,0.2728050973459852
สนใจ_อาหารสุขภาพ,สนใจ_ดู_Youtube,0.039121571776112835
สนใจ_บุฟเฟต์,สนใจ_ดู_Youtube,0.31554055563887534
สนใจ_ชาบูชาบู,สนใจ_ดู_Youtube,0.31893467176654183
สนใจ_ปิ้งย่าง,สนใจ_ดู_Youtube,0.22657611644176973
สนใจ_เหล้าเบียร์,สนใจ_ดู_Youtube,-0.016547050811141436
